Chromosome,Source,Feature,Start,End,Score,Strand,Frame,TranscriptID
3_RagTag,AUGUSTUS,gene,49944230,50002374,0.02,-,.,g19716
ptg000281l,AUGUSTUS,gene,1615315,1634966,0.23,+,.,g27516
2_RagTag,AUGUSTUS,gene,303255155,303257383,0.71,-,.,g14731
3_RagTag,AUGUSTUS,gene,27728423,27737379,0.14,-,.,g19119
1_RagTag,AUGUSTUS,gene,293756996,293769951,0.01,-,.,g7323
2_RagTag,AUGUSTUS,gene,8603185,8618240,0.08,-,.,g8285
3_RagTag,AUGUSTUS,gene,157220321,157245832,0.01,+,.,g22236
1_RagTag,AUGUSTUS,gene,290900490,290901174,0.09,-,.,g7263
3_RagTag,AUGUSTUS,gene,206099225,206100355,0.98,-,.,g23211
3_RagTag,AUGUSTUS,gene,220684139,220712624,0.18,-,.,g23474
3_RagTag,AUGUSTUS,gene,39848333,39849712,0.57,+,.,g19460
3_RagTag,AUGUSTUS,gene,137226291,137233571,0.01,+,.,g21805
3_RagTag,AUGUSTUS,gene,288002851,288003489,0.05,-,.,g25037
1_RagTag,AUGUSTUS,gene,286392456,286441858,0.02,+,.,g7141
1_RagTag,AUGUSTUS,gene,204858763,204860012,0.09,+,.,g5006
3_RagTag,AUGUSTUS,gene,298355086,298356010,0.35,+,.,g25272
1_RagTag,AUGUSTUS,gene,97508882,97544944,0.01,-,.,g2978
3_RagTag,AUGUSTUS,gene,221299492,221301080,0.15,-,.,g23482
2_RagTag,AUGUSTUS,gene,56118040,56118996,0.87,+,.,g9607
3_RagTag,AUGUSTUS,gene,352525522,352527970,0.8,-,.,g26603
1_RagTag,GeneMark.hmm3,gene,218146523,218147318,.,-,.,gene_id file_2_6921_g; transcript_id file_2_6921_t;
3_RagTag,AUGUSTUS,gene,9569708,9570687,0.14,+,.,g18520
3_RagTag,AUGUSTUS,gene,176483706,176543540,0.02,-,.,g22630
2_RagTag,AUGUSTUS,gene,137410231,137422146,0.12,-,.,g11526
2_RagTag,AUGUSTUS,gene,430863911,430874708,0.03,-,.,g17856
2_RagTag,AUGUSTUS,gene,436503783,436524471,0.42,+,.,g18020
2_RagTag,AUGUSTUS,gene,425949286,425954652,0.19,-,.,g17714
1_RagTag,AUGUSTUS,gene,228906122,228909475,0.01,+,.,g5828
2_RagTag,AUGUSTUS,gene,83093402,83100205,0.07,-,.,g10261
2_RagTag,AUGUSTUS,gene,136251762,136255522,0.04,+,.,g11497
3_RagTag,AUGUSTUS,gene,365559554,365560318,0.28,+,.,g26983
3_RagTag,AUGUSTUS,gene,253764980,253788434,0.21,-,.,g24179
2_RagTag,AUGUSTUS,gene,377758315,377764619,0.02,-,.,g16479
2_RagTag,AUGUSTUS,gene,104761426,104762034,0.39,-,.,g10853
2_RagTag,AUGUSTUS,gene,8104856,8140503,0.13,-,.,g8273
ptg000587l,AUGUSTUS,gene,136565,166798,0.04,+,.,g27825
2_RagTag,AUGUSTUS,gene,124866153,124867768,0.39,-,.,g11296
1_RagTag,AUGUSTUS,gene,184610114,184611356,0.38,-,.,g4549
3_RagTag,AUGUSTUS,gene,143111394,143111924,0.95,-,.,g21961
2_RagTag,AUGUSTUS,gene,330552895,330577545,0.07,+,.,g15392
1_RagTag,AUGUSTUS,gene,228834102,228856207,0.55,-,.,g5824
1_RagTag,AUGUSTUS,gene,282003386,282004051,0.83,-,.,g6993
2_RagTag,AUGUSTUS,gene,100209147,100246716,0.02,+,.,g10748
2_RagTag,AUGUSTUS,gene,168568376,168587095,0.28,+,.,g12110
3_RagTag,AUGUSTUS,gene,90006357,90015496,0.28,-,.,g20719
3_RagTag,AUGUSTUS,gene,63281140,63281751,0.77,+,.,g20030
1_RagTag,AUGUSTUS,gene,20103345,20106310,0.04,+,.,g730
3_RagTag,AUGUSTUS,gene,244796679,244797128,0.53,+,.,g23956
NIGP01001178_RagTag,AUGUSTUS,gene,215751,220275,0.42,+,.,g27285
3_RagTag,AUGUSTUS,gene,372595363,372601196,0.58,+,.,g27193
3_RagTag,AUGUSTUS,gene,178539436,178564902,0.01,+,.,g22676
3_RagTag,AUGUSTUS,gene,215061263,215081669,0.77,+,.,g23376
2_RagTag,AUGUSTUS,gene,32198389,32225275,0.01,+,.,g8964
1_RagTag,AUGUSTUS,gene,217997136,218030616,0.05,-,.,g5432
3_RagTag,AUGUSTUS,gene,31203829,31207252,0.01,+,.,g19216
1_RagTag,AUGUSTUS,gene,191474552,191475543,0.06,+,.,g4717
2_RagTag,AUGUSTUS,gene,426137501,426154939,0.02,+,.,g17721
3_RagTag,GeneMark.hmm3,gene,212921552,212922205,.,-,.,gene_id file_2_29278_g; transcript_id file_2_29278_t;
1_RagTag,AUGUSTUS,gene,149556437,149600813,0.01,+,.,g3991
3_RagTag,AUGUSTUS,gene,52195467,52199015,0.45,+,.,g19772
2_RagTag,AUGUSTUS,gene,372849251,372871824,0.18,-,.,g16342
2_RagTag,AUGUSTUS,gene,391899934,391901073,0.48,-,.,g16809
2_RagTag,AUGUSTUS,gene,288918964,288924131,0.02,+,.,g14423
3_RagTag,AUGUSTUS,gene,202078543,202089809,0.04,+,.,g23144
1_RagTag,AUGUSTUS,gene,223119165,223149132,0.02,-,.,g5580
2_RagTag,AUGUSTUS,gene,108438332,108441748,0,-,.,g10971
3_RagTag,AUGUSTUS,gene,352912640,352916543,0.55,-,.,g26646
1_RagTag,GeneMark.hmm3,gene,121049977,121051332,.,-,.,gene_id file_2_4366_g; transcript_id file_2_4366_t;
3_RagTag,AUGUSTUS,gene,289326310,289338059,0.45,-,.,g25082
1_RagTag,AUGUSTUS,gene,20568075,20570993,0.58,+,.,g759
1_RagTag,AUGUSTUS,gene,202808051,202809517,0.71,+,.,g4961
3_RagTag,AUGUSTUS,gene,280386642,280388575,0.12,-,.,g24783
3_RagTag,AUGUSTUS,gene,155261072,155267418,0.07,+,.,g22187
2_RagTag,AUGUSTUS,gene,2737399,2745517,0.35,+,.,g8134
3_RagTag,AUGUSTUS,gene,12769359,12789478,0.15,-,.,g18620
2_RagTag,AUGUSTUS,gene,54457620,54462711,0.2,+,.,g9536
3_RagTag,AUGUSTUS,gene,116729881,116739312,0.11,-,.,g21335
1_RagTag,AUGUSTUS,gene,113887039,113900478,0,-,.,g3317
3_RagTag,AUGUSTUS,gene,4716152,4737708,0,-,.,g18370
3_RagTag,AUGUSTUS,gene,98455949,98457137,0.21,+,.,g20928
2_RagTag,AUGUSTUS,gene,17696916,17705487,0.49,-,.,g8478
1_RagTag,AUGUSTUS,gene,112727532,112777496,0.01,-,.,g3296
3_RagTag,GeneMark.hmm3,gene,238493170,238501544,.,+,.,gene_id file_2_29929_g; transcript_id file_2_29929_t;
1_RagTag,AUGUSTUS,gene,82422575,82434531,0.92,+,.,g2640
1_RagTag,AUGUSTUS,gene,106270398,106271197,0.38,+,.,g3172
2_RagTag,AUGUSTUS,gene,188137213,188137864,0.63,+,.,g12555
3_RagTag,GeneMark.hmm3,gene,126795818,126797033,.,-,.,gene_id file_2_27060_g; transcript_id file_2_27060_t;
3_RagTag,GeneMark.hmm3,gene,54669926,54683089,.,+,.,gene_id file_2_24904_g; transcript_id file_2_24904_t;
3_RagTag,AUGUSTUS,gene,306056307,306069312,0.8,-,.,g25465
3_RagTag,AUGUSTUS,gene,366693145,366703914,0.63,+,.,g27038
2_RagTag,AUGUSTUS,gene,62827873,62879125,0.04,+,.,g9767
2_RagTag,AUGUSTUS,gene,48415479,48416252,0.99,+,.,g9347
3_RagTag,AUGUSTUS,gene,216621265,216631475,0.13,-,.,g23415
1_RagTag,AUGUSTUS,gene,71758713,71772474,0.04,-,.,g2303
3_RagTag,AUGUSTUS,gene,248304525,248319848,0.27,-,.,g24035
ptg000453l,AUGUSTUS,gene,19888,32278,0.19,+,.,g27660
1_RagTag,AUGUSTUS,gene,204096033,204101278,0.59,+,.,g4987
3_RagTag,AUGUSTUS,gene,27743357,27751822,0.01,+,.,g19120
3_RagTag,AUGUSTUS,gene,251717608,251730303,0.74,+,.,g24129
2_RagTag,AUGUSTUS,gene,255686064,255694913,0.24,-,.,g13783
1_RagTag,AUGUSTUS,gene,180018405,180019172,0.45,-,.,g4458
2_RagTag,AUGUSTUS,gene,319918539,319932941,0.24,+,.,g15111
3_RagTag,AUGUSTUS,gene,2339225,2357281,0.02,+,.,g18262
2_RagTag,AUGUSTUS,gene,351501175,351519199,0.41,-,.,g15876
3_RagTag,AUGUSTUS,gene,373909115,373909409,0.25,+,.,g27239
1_RagTag,GeneMark.hmm3,gene,41979971,41981893,.,+,.,gene_id file_2_1772_g; transcript_id file_2_1772_t;
1_RagTag,AUGUSTUS,gene,270773816,270776657,0.05,-,.,g6742
3_RagTag,AUGUSTUS,gene,103768970,103792876,0.09,-,.,g21045
2_RagTag,AUGUSTUS,gene,4006945,4007826,0.99,+,.,g8172
3_RagTag,AUGUSTUS,gene,366124867,366141819,0.57,-,.,g27013
2_RagTag,AUGUSTUS,gene,200762958,200772164,0.22,-,.,g12826
2_RagTag,GeneMark.hmm3,gene,285522585,285523456,.,+,.,gene_id file_2_18232_g; transcript_id file_2_18232_t;
3_RagTag,AUGUSTUS,gene,17615561,17617914,0.15,+,.,g18797
2_RagTag,AUGUSTUS,gene,142139096,142148776,0.08,-,.,g11619
3_RagTag,AUGUSTUS,gene,208184779,208185201,0.75,+,.,g23249
2_RagTag,AUGUSTUS,gene,275738015,275800443,0.01,+,.,g14168
3_RagTag,AUGUSTUS,gene,2121312,2122642,0.47,+,.,g18254
1_RagTag,AUGUSTUS,gene,139165202,139182815,0.11,-,.,g3740
2_RagTag,AUGUSTUS,gene,93410867,93411562,0.32,+,.,g10530
1_RagTag,AUGUSTUS,gene,72772925,72773778,0.29,-,.,g2332
3_RagTag,AUGUSTUS,gene,65694526,65725786,0.03,-,.,g20081
2_RagTag,AUGUSTUS,gene,187819381,187822476,0.72,+,.,g12547
1_RagTag,AUGUSTUS,gene,296884385,296904460,0.04,-,.,g7449
2_RagTag,AUGUSTUS,gene,145632432,145638159,0.02,+,.,g11697
2_RagTag,AUGUSTUS,gene,314502017,314513675,0.2,+,.,g14972
2_RagTag,AUGUSTUS,gene,261445338,261464804,0.23,-,.,g13890
1_RagTag,AUGUSTUS,gene,127753316,127790679,0.42,-,.,g3519
2_RagTag,AUGUSTUS,gene,103441237,103442794,0.63,+,.,g10821
1_RagTag,AUGUSTUS,gene,86313768,86352610,0.02,-,.,g2748
1_RagTag,AUGUSTUS,gene,276976741,276977120,0.34,-,.,g6869
3_RagTag,AUGUSTUS,gene,187209511,187283049,0.01,+,.,g22871
1_RagTag,AUGUSTUS,gene,226431736,226432053,0.27,+,.,g5715
2_RagTag,GeneMark.hmm3,gene,279467112,279468072,.,-,.,gene_id file_2_18067_g; transcript_id file_2_18067_t;
1_RagTag,AUGUSTUS,gene,120637284,120704147,0.19,+,.,g3422
1_RagTag,AUGUSTUS,gene,73237268,73244151,0.01,+,.,g2352
2_RagTag,AUGUSTUS,gene,232581493,232597360,0.18,+,.,g13346
1_RagTag,AUGUSTUS,gene,314551836,314552893,0.43,+,.,g8052
1_RagTag,AUGUSTUS,gene,152716652,152717368,0.19,-,.,g4059
1_RagTag,AUGUSTUS,gene,306261709,306263794,0.32,-,.,g7775
2_RagTag,AUGUSTUS,gene,417688163,417688630,0.07,-,.,g17478
ptg000843l,AUGUSTUS,gene,286687,343599,0.02,-,.,g28109
ptg001016l,AUGUSTUS,gene,88558,97165,0.29,+,.,g28254
2_RagTag,AUGUSTUS,gene,3062340,3083408,0.01,-,.,g8151
1_RagTag,AUGUSTUS,gene,183339639,183341764,0.02,+,.,g4527
1_RagTag,AUGUSTUS,gene,53952456,53958914,0.02,-,.,g1826
2_RagTag,AUGUSTUS,gene,330520486,330530518,0.69,+,.,g15391
3_RagTag,AUGUSTUS,gene,112681315,112681652,0.05,+,.,g21222
1_RagTag,AUGUSTUS,gene,105391073,105408299,0.04,-,.,g3147
2_RagTag,AUGUSTUS,gene,40793718,40794403,0.23,-,.,g9128
3_RagTag,AUGUSTUS,gene,25490562,25501985,0.24,+,.,g19035
3_RagTag,AUGUSTUS,gene,56642435,56643421,0.61,+,.,g19890
2_RagTag,AUGUSTUS,gene,230894113,230895776,0.67,+,.,g13306
2_RagTag,AUGUSTUS,gene,406754593,406755101,0.36,-,.,g17142
1_RagTag,AUGUSTUS,gene,277786363,277787066,0.21,-,.,g6881
3_RagTag,AUGUSTUS,gene,103334485,103353005,0.1,-,.,g21029
2_RagTag,AUGUSTUS,gene,430927536,430931011,0.13,-,.,g17861
2_RagTag,AUGUSTUS,gene,50839546,50841206,0.1,-,.,g9395
3_RagTag,AUGUSTUS,gene,2911608,2919843,0.05,+,.,g18290
2_RagTag,AUGUSTUS,gene,5836166,5843863,0.8,-,.,g8210
1_RagTag,AUGUSTUS,gene,213937806,213973816,0.01,+,.,g5305
2_RagTag,AUGUSTUS,gene,313527954,313590221,0.02,-,.,g14950
3_RagTag,AUGUSTUS,gene,99098793,99127312,0.03,+,.,g20942
2_RagTag,AUGUSTUS,gene,287535500,287536104,0.15,-,.,g14403
3_RagTag,AUGUSTUS,gene,209131444,209131723,0.51,+,.,g23259
2_RagTag,AUGUSTUS,gene,96994385,97008023,0.01,+,.,g10668
3_RagTag,AUGUSTUS,gene,268427061,268428472,0.08,+,.,g24497
2_RagTag,AUGUSTUS,gene,283641541,283642040,0.71,+,.,g14342
2_RagTag,AUGUSTUS,gene,285070064,285123854,0.12,-,.,g14365
3_RagTag,GeneMark.hmm3,gene,260436705,260437227,.,-,.,gene_id file_2_30503_g; transcript_id file_2_30503_t;
2_RagTag,AUGUSTUS,gene,393868637,393871260,0.17,-,.,g16839
1_RagTag,AUGUSTUS,gene,104755881,104757216,0.16,+,.,g3131
2_RagTag,AUGUSTUS,gene,189394790,189395302,0.48,-,.,g12578
1_RagTag,AUGUSTUS,gene,26721086,26785151,0.08,+,.,g981
1_RagTag,AUGUSTUS,gene,311748402,311753943,0.17,+,.,g7951
3_RagTag,AUGUSTUS,gene,199845813,199907743,0.02,+,.,g23094
1_RagTag,AUGUSTUS,gene,1051339,1105293,0.23,-,.,g40
3_RagTag,AUGUSTUS,gene,261620558,261623159,0.13,+,.,g24310
1_RagTag,AUGUSTUS,gene,255442845,255443265,0.16,-,.,g6419
3_RagTag,AUGUSTUS,gene,364816096,364818674,0.04,-,.,g26959
3_RagTag,AUGUSTUS,gene,345009341,345013489,0.24,+,.,g26409
3_RagTag,AUGUSTUS,gene,143708097,143715580,0.24,+,.,g21978
3_RagTag,AUGUSTUS,gene,183285537,183294425,0.01,+,.,g22786
3_RagTag,AUGUSTUS,gene,152763865,152765277,0.81,+,.,g22141
1_RagTag,AUGUSTUS,gene,76019822,76024978,0.01,+,.,g2431
2_RagTag,AUGUSTUS,gene,388376389,388387788,0.01,-,.,g16702
2_RagTag,AUGUSTUS,gene,397579147,397580934,0.67,+,.,g16931
2_RagTag,AUGUSTUS,gene,425269158,425269988,0.25,+,.,g17699
2_RagTag,AUGUSTUS,gene,416746032,416747823,0.9,-,.,g17447
3_RagTag,AUGUSTUS,gene,80368068,80380439,0.02,+,.,g20465
1_RagTag,AUGUSTUS,gene,181579285,181584406,0.02,-,.,g4480
1_RagTag,AUGUSTUS,gene,249724225,249725232,0.73,+,.,g6287
3_RagTag,AUGUSTUS,gene,90653256,90654140,0.12,-,.,g20739
2_RagTag,GeneMark.hmm3,gene,215305696,215312778,.,+,.,gene_id file_2_16500_g; transcript_id file_2_16500_t;
3_RagTag,AUGUSTUS,gene,173348568,173373475,0.09,-,.,g22561
1_RagTag,AUGUSTUS,gene,229830951,229831862,0.43,-,.,g5873
3_RagTag,AUGUSTUS,gene,137886272,137888602,0.6,-,.,g21825
2_RagTag,AUGUSTUS,gene,42811033,42813937,0.36,-,.,g9212
1_RagTag,AUGUSTUS,gene,282469988,282470864,0.71,-,.,g7001
3_RagTag,AUGUSTUS,gene,190422365,190445659,0.06,+,.,g22926
3_RagTag,AUGUSTUS,gene,5795569,5813983,0.42,+,.,g18389
2_RagTag,AUGUSTUS,gene,251425726,251426883,0.15,+,.,g13718
1_RagTag,AUGUSTUS,gene,304392487,304393230,0.34,+,.,g7704
2_RagTag,AUGUSTUS,gene,222254378,222256471,0.01,-,.,g13156
2_RagTag,AUGUSTUS,gene,356530422,356578055,0.06,+,.,g16019
2_RagTag,AUGUSTUS,gene,272162859,272171574,0.91,+,.,g14092
3_RagTag,AUGUSTUS,gene,243140051,243140564,0.22,-,.,g23929
2_RagTag,AUGUSTUS,gene,191644334,191651469,0.36,+,.,g12634
1_RagTag,AUGUSTUS,gene,52081872,52094688,0.02,+,.,g1741
1_RagTag,AUGUSTUS,gene,15455014,15467235,0.25,+,.,g526
1_RagTag,AUGUSTUS,gene,19394674,19416357,0.01,+,.,g694
3_RagTag,GeneMark.hmm3,gene,73280983,73282685,.,+,.,gene_id file_2_25456_g; transcript_id file_2_25456_t;
3_RagTag,AUGUSTUS,gene,28608254,28614152,0.13,-,.,g19136
2_RagTag,GeneMark.hmm3,gene,42094926,42095431,.,-,.,gene_id file_2_11602_g; transcript_id file_2_11602_t;
2_RagTag,AUGUSTUS,gene,179841011,179842289,0.1,-,.,g12386
3_RagTag,GeneMark.hmm3,gene,5321581,5326751,.,-,.,gene_id file_2_23146_g; transcript_id file_2_23146_t;
3_RagTag,AUGUSTUS,gene,113758632,113761282,0.06,-,.,g21244
1_RagTag,AUGUSTUS,gene,303024249,303030277,0.14,-,.,g7678
2_RagTag,AUGUSTUS,gene,333218966,333231069,0.2,-,.,g15455
2_RagTag,AUGUSTUS,gene,417310019,417311745,0.92,-,.,g17464
2_RagTag,AUGUSTUS,gene,180924322,180924638,0.61,+,.,g12415
1_RagTag,AUGUSTUS,gene,283107993,283110137,0.82,+,.,g7029
1_RagTag,AUGUSTUS,gene,232277495,232287030,0.19,+,.,g5932
2_RagTag,AUGUSTUS,gene,193504657,193505501,0.35,-,.,g12683
1_RagTag,AUGUSTUS,gene,55126213,55126893,0.58,+,.,g1859
2_RagTag,AUGUSTUS,gene,190267738,190269306,0.59,-,.,g12600
3_RagTag,AUGUSTUS,gene,336203977,336261764,0.22,-,.,g26222
2_RagTag,AUGUSTUS,gene,172410416,172414644,0.19,+,.,g12222
2_RagTag,GeneMark.hmm3,gene,50940048,50943809,.,-,.,gene_id file_2_11872_g; transcript_id file_2_11872_t;
1_RagTag,AUGUSTUS,gene,85101257,85140697,0.05,-,.,g2709
3_RagTag,AUGUSTUS,gene,248639429,248642135,0.33,+,.,g24047
2_RagTag,AUGUSTUS,gene,324362696,324375301,0.12,-,.,g15208
3_RagTag,AUGUSTUS,gene,314741416,314742340,0.06,+,.,g25669
1_RagTag,GeneMark.hmm3,gene,34525910,34527328,.,+,.,gene_id file_2_1526_g; transcript_id file_2_1526_t;
3_RagTag,AUGUSTUS,gene,365650944,365654692,0.01,-,.,g26993
2_RagTag,AUGUSTUS,gene,310111519,310112178,0.35,-,.,g14880
2_RagTag,AUGUSTUS,gene,326241959,326254720,0.1,-,.,g15281
3_RagTag,AUGUSTUS,gene,91180163,91180651,0.3,-,.,g20745
2_RagTag,AUGUSTUS,gene,369704423,369766948,0.04,+,.,g16290
3_RagTag,AUGUSTUS,gene,107064783,107065601,0.67,-,.,g21119
3_RagTag,AUGUSTUS,gene,307215507,307240792,0.15,+,.,g25491
3_RagTag,AUGUSTUS,gene,40689531,40695322,0.45,+,.,g19504
1_RagTag,AUGUSTUS,gene,149092811,149093864,0.04,+,.,g3984
3_RagTag,AUGUSTUS,gene,301146743,301164868,0.03,+,.,g25328
3_RagTag,AUGUSTUS,gene,345392266,345393118,0.95,+,.,g26415
3_RagTag,AUGUSTUS,gene,296338293,296344306,0.5,-,.,g25242
2_RagTag,GeneMark.hmm3,gene,180647150,180647817,.,-,.,gene_id file_2_15670_g; transcript_id file_2_15670_t;
2_RagTag,GeneMark.hmm3,gene,74773307,74773692,.,+,.,gene_id file_2_12689_g; transcript_id file_2_12689_t;
3_RagTag,AUGUSTUS,gene,273504721,273511522,0,+,.,g24629
2_RagTag,AUGUSTUS,gene,170804676,170825549,0.13,+,.,g12161
3_RagTag,AUGUSTUS,gene,120589624,120616764,0.09,-,.,g21437
1_RagTag,AUGUSTUS,gene,74430982,74453779,0.09,-,.,g2396
2_RagTag,AUGUSTUS,gene,111859103,111868320,0.48,-,.,g11059
1_RagTag,AUGUSTUS,gene,184276834,184341769,0.07,+,.,g4543
2_RagTag,AUGUSTUS,gene,200568383,200604101,0.01,-,.,g12822
2_RagTag,AUGUSTUS,gene,61778002,61886750,0.09,-,.,g9741
2_RagTag,AUGUSTUS,gene,86027374,86028006,0.56,-,.,g10327
1_RagTag,AUGUSTUS,gene,1883279,1949497,0.01,+,.,g66
1_RagTag,AUGUSTUS,gene,26058419,26059339,0.88,+,.,g950
2_RagTag,AUGUSTUS,gene,281481320,281486433,0.01,-,.,g14294
1_RagTag,AUGUSTUS,gene,25635304,25640429,0.11,-,.,g935
1_RagTag,AUGUSTUS,gene,19102311,19114253,0,+,.,g664
1_RagTag,AUGUSTUS,gene,241344490,241344983,0.47,-,.,g6131
1_RagTag,AUGUSTUS,gene,105212712,105213839,0.93,+,.,g3143
3_RagTag,AUGUSTUS,gene,35440890,35441361,0.49,+,.,g19345
2_RagTag,AUGUSTUS,gene,325097494,325099222,0.43,+,.,g15239
2_RagTag,AUGUSTUS,gene,39218731,39222288,0.27,-,.,g9104
2_RagTag,AUGUSTUS,gene,436751232,436752152,0.52,-,.,g18023
3_RagTag,AUGUSTUS,gene,89330049,89336946,0.11,+,.,g20692
1_RagTag,AUGUSTUS,gene,11812054,11818094,0.55,-,.,g389
3_RagTag,AUGUSTUS,gene,129037753,129049495,0.04,-,.,g21627
1_RagTag,AUGUSTUS,gene,166203387,166209130,0.01,-,.,g4254
2_RagTag,AUGUSTUS,gene,246265498,246277724,0.54,+,.,g13614
3_RagTag,AUGUSTUS,gene,97197564,97199870,0.71,+,.,g20904
3_RagTag,AUGUSTUS,gene,309220002,309225414,0.08,+,.,g25533
1_RagTag,AUGUSTUS,gene,283325371,283329284,0.05,+,.,g7035
3_RagTag,AUGUSTUS,gene,64826677,64847018,0.08,+,.,g20065
2_RagTag,AUGUSTUS,gene,391396957,391413756,0.01,-,.,g16792
3_RagTag,GeneMark.hmm3,gene,39071274,39072262,.,-,.,gene_id file_2_24418_g; transcript_id file_2_24418_t;
2_RagTag,AUGUSTUS,gene,442372982,442373965,0.32,+,.,g18131
2_RagTag,GeneMark.hmm3,gene,411583885,411587296,.,-,.,gene_id file_2_21807_g; transcript_id file_2_21807_t;
3_RagTag,AUGUSTUS,gene,44897237,44923064,0.12,-,.,g19593
1_RagTag,AUGUSTUS,gene,49560860,49592644,0.22,+,.,g1673
2_RagTag,AUGUSTUS,gene,169904567,169906473,0.51,+,.,g12149
1_RagTag,AUGUSTUS,gene,25544686,25562091,0.27,+,.,g929
2_RagTag,AUGUSTUS,gene,215045099,215045472,0.25,+,.,g13036
1_RagTag,AUGUSTUS,gene,212670575,212671671,0.98,-,.,g5261
3_RagTag,AUGUSTUS,gene,147463444,147488708,0.01,+,.,g22037
3_RagTag,AUGUSTUS,gene,54644874,54659945,0.01,-,.,g19849
2_RagTag,AUGUSTUS,gene,317226042,317227027,0.81,+,.,g15043
2_RagTag,AUGUSTUS,gene,175562795,175564238,0.44,-,.,g12287
3_RagTag,AUGUSTUS,gene,29371450,29390931,0.01,-,.,g19160
2_RagTag,AUGUSTUS,gene,418938136,418950765,0.04,-,.,g17518
1_RagTag,AUGUSTUS,gene,137156728,137157993,0.99,+,.,g3695
2_RagTag,AUGUSTUS,gene,70086208,70086915,0.23,-,.,g9934
3_RagTag,AUGUSTUS,gene,204084691,204309518,0.01,-,.,g23188
1_RagTag,AUGUSTUS,gene,91462102,91511221,0.03,+,.,g2859
2_RagTag,AUGUSTUS,gene,391330292,391345410,0.28,-,.,g16790
1_RagTag,AUGUSTUS,gene,20491963,20493109,0.83,+,.,g753
1_RagTag,AUGUSTUS,gene,183824653,183827538,0.25,+,.,g4535
2_RagTag,AUGUSTUS,gene,191990431,192078318,0.03,+,.,g12639
3_RagTag,AUGUSTUS,gene,362685520,362687287,0.97,-,.,g26914
3_RagTag,GeneMark.hmm3,gene,363289898,363292035,.,+,.,gene_id file_2_33735_g; transcript_id file_2_33735_t;
1_RagTag,AUGUSTUS,gene,10173207,10216681,0.11,+,.,g328
2_RagTag,AUGUSTUS,gene,386736953,386738476,0.62,+,.,g16670
ptg000379l,AUGUSTUS,gene,1504516,1505416,0.88,-,.,g27620
3_RagTag,AUGUSTUS,gene,374154347,374159431,0.73,+,.,g27244
2_RagTag,AUGUSTUS,gene,277146479,277147321,0.97,+,.,g14202
3_RagTag,AUGUSTUS,gene,366704663,366706295,0.96,-,.,g27039
1_RagTag,AUGUSTUS,gene,12596593,12597628,0.4,+,.,g420
1_RagTag,AUGUSTUS,gene,139134907,139141074,0.02,+,.,g3739
3_RagTag,AUGUSTUS,gene,49164178,49185550,0.06,+,.,g19694
1_RagTag,AUGUSTUS,gene,125082488,125088289,0.31,-,.,g3488
1_RagTag,GeneMark.hmm3,gene,5046959,5055643,.,-,.,gene_id file_2_227_g; transcript_id file_2_227_t;
2_RagTag,AUGUSTUS,gene,325390508,325391990,0.36,-,.,g15242
2_RagTag,AUGUSTUS,gene,69859310,69860095,0.54,-,.,g9924
3_RagTag,AUGUSTUS,gene,129050535,129115702,0.01,+,.,g21628
3_RagTag,AUGUSTUS,gene,286828555,286829928,0.32,-,.,g24986
3_RagTag,AUGUSTUS,gene,113426332,113439994,0.02,-,.,g21235
3_RagTag,AUGUSTUS,gene,192164816,192165350,0.34,-,.,g22970
2_RagTag,AUGUSTUS,gene,304833252,304854399,0.68,+,.,g14763
2_RagTag,AUGUSTUS,gene,120615265,120618096,0.04,-,.,g11232
2_RagTag,AUGUSTUS,gene,35582851,35590351,0.19,-,.,g9037
2_RagTag,AUGUSTUS,gene,2400396,2415383,0.04,+,.,g8123
3_RagTag,AUGUSTUS,gene,2168139,2169069,0.07,+,.,g18256
3_RagTag,AUGUSTUS,gene,159884468,159884864,0.18,+,.,g22291
2_RagTag,AUGUSTUS,gene,374661868,374663631,0.4,+,.,g16387
1_RagTag,AUGUSTUS,gene,79588348,79589709,0.21,+,.,g2535
3_RagTag,AUGUSTUS,gene,182576343,182601389,0.04,+,.,g22766
2_RagTag,AUGUSTUS,gene,122049327,122049621,0.38,-,.,g11250
2_RagTag,AUGUSTUS,gene,424420165,424420647,0.59,+,.,g17652
2_RagTag,AUGUSTUS,gene,267369361,267389833,0.05,+,.,g14001
3_RagTag,AUGUSTUS,gene,24966104,24967098,0.35,-,.,g19015
2_RagTag,AUGUSTUS,gene,355175539,355223395,0.01,-,.,g15978
3_RagTag,AUGUSTUS,gene,283148679,283153126,0.22,-,.,g24853
3_RagTag,AUGUSTUS,gene,16042718,16060326,0.05,+,.,g18751
2_RagTag,AUGUSTUS,gene,205320086,205337299,0.58,-,.,g12907
2_RagTag,AUGUSTUS,gene,58623936,58624602,0.62,-,.,g9655
ptg000997l,AUGUSTUS,gene,10299,11333,0.69,-,.,g28229
ptg000587l,AUGUSTUS,gene,17890,18952,0.53,-,.,g27821
2_RagTag,AUGUSTUS,gene,342513353,342515871,0.46,-,.,g15673
1_RagTag,AUGUSTUS,gene,305375126,305382189,0.1,-,.,g7751
2_RagTag,AUGUSTUS,gene,94126287,94128783,0.24,-,.,g10555
2_RagTag,GeneMark.hmm3,gene,433066563,433067476,.,-,.,gene_id file_2_22589_g; transcript_id file_2_22589_t;
2_RagTag,AUGUSTUS,gene,317447057,317449352,0.01,-,.,g15050
